date;file_name;rows_num;columns_num
2019-04-28 10:45:42.727891;GPL_SSAV 20190426.html;7776;31
2019-04-28 10:48:39.006387;GPL_SSBV 20190426.html;36288;31
2019-04-28 10:50:06.694463;NURSERYCC 20190426.html;4704;31
2019-04-28 10:51:02.508309;PILOTOSSAV 20190426.html;10560;31
2019-04-28 10:51:38.475716;SSAV 20190426.html;3456;31
2019-04-28 10:52:23.761165;SUSCRIPCION_BV 20190426.html;6816;31
2019-04-28 10:53:15.505643;TR_VENTA 20190426.html;8064;31
2019-04-28 10:53:41.049821;WEBFCHOGAR 20190426.html;2304;31
2019-04-28 10:54:11.094646;WEBFCMOVIL 20190426.html;5760;31
2019-05-29 09:38:36.816318;TRAFICO 20190503.html;5376;21
2019-05-29 10:22:00.718846;TRAFICO 20190503.html;5376;21
2019-05-29 10:37:26.599585;TRAFICO 20190503.html;5376;21
2019-05-29 11:05:58.898605;TRAFICO 20190503.html;5376;21
